WINDOWS
miemienet-0.1
num_threads=12
create Param, id=19950817, dims=4, numel=2400
create Param, id=19950966, dims=4, numel=192
create Param, id=19950967, dims=4, numel=36864
create Param, id=19950968, dims=4, numel=192
create Param, id=19950969, dims=4, numel=4800
create Param, id=19950970, dims=4, numel=192
create Param, id=19950971, dims=4, numel=18432
create Param, id=19950972, dims=4, numel=96
create Param, id=19950973, dims=4, numel=2400
create Param, id=19950974, dims=4, numel=96
create Param, id=19950975, dims=4, numel=9216
create Param, id=19950976, dims=4, numel=96
create Param, id=19950977, dims=4, numel=4800
create Param, id=19950978, dims=4, numel=192
create Param, id=19950979, dims=4, numel=36864
create Param, id=19950980, dims=4, numel=192
create Param, id=19950981, dims=4, numel=4800
create Param, id=19950982, dims=4, numel=192
create Param, id=19950983, dims=4, numel=18432
create Param, id=19950984, dims=4, numel=96
create Param, id=19950985, dims=4, numel=2400
create Param, id=19950986, dims=4, numel=96
create Param, id=19950987, dims=4, numel=9216
create Param, id=19950988, dims=4, numel=96
create Param, id=19950989, dims=4, numel=7680
create Param, id=19950990, dims=4, numel=80
create Param, id=19950991, dims=4, numel=3072
create Param, id=19950992, dims=4, numel=32
create Param, id=19950993, dims=4, numel=2400
create Param, id=19950994, dims=4, numel=1
create Param, id=19950995, dims=4, numel=1
create Param, id=19950996, dims=4, numel=1
create Param, id=19950997, dims=4, numel=7680
create Param, id=19950998, dims=4, numel=80
create Param, id=19950999, dims=4, numel=3072
create Param, id=19951000, dims=4, numel=32
create Param, id=19951001, dims=4, numel=2400
create Param, id=19951002, dims=4, numel=1
create Param, id=19951003, dims=4, numel=1
create Param, id=19951004, dims=4, numel=1
create Param, id=19951005, dims=4, numel=7680
create Param, id=19951006, dims=4, numel=80
create Param, id=19951007, dims=4, numel=3072
create Param, id=19951008, dims=4, numel=32
create Param, id=19951009, dims=4, numel=2400
create Param, id=19951010, dims=4, numel=1
create Param, id=19951011, dims=4, numel=1
create Param, id=19951012, dims=4, numel=1
create Param, id=19951013, dims=4, numel=7680
create Param, id=19951014, dims=4, numel=80
create Param, id=19951015, dims=4, numel=3072
create Param, id=19951016, dims=4, numel=32
create Param, id=19951017, dims=4, numel=2400
create Param, id=19951018, dims=4, numel=1
create Param, id=19951019, dims=4, numel=1
create Param, id=19951020, dims=4, numel=1
create Param, id=19951021, dims=4, numel=8
Warning! Checkpont Param name 'head.p3_feat.scale_reg' not found! miemienet would not load this param.
Warning! Checkpont Param name 'head.p4_feat.scale_reg' not found! miemienet would not load this param.
Warning! Checkpont Param name 'head.p5_feat.scale_reg' not found! miemienet would not load this param.
Warning! Checkpont Param name 'head.p6_feat.scale_reg' not found! miemienet would not load this param.
Warning! Checkpont Param name 'head.distribution_project.project' not found! miemienet would not load this param.
param_names[0]=backbone.conv1.conv.weight
param_names[1]=backbone.conv1.conv.bias
param_names[2]=backbone.blocks2.0.dw_conv.conv.weight
param_names[3]=backbone.blocks2.0.dw_conv.conv.bias
param_names[4]=backbone.blocks2.0.pw_conv.conv.weight
param_names[5]=backbone.blocks2.0.pw_conv.conv.bias
param_names[6]=backbone.blocks3.0.dw_conv.conv.weight
param_names[7]=backbone.blocks3.0.dw_conv.conv.bias
param_names[8]=backbone.blocks3.0.pw_conv.conv.weight
param_names[9]=backbone.blocks3.0.pw_conv.conv.bias
param_names[10]=backbone.blocks3.1.dw_conv.conv.weight
param_names[11]=backbone.blocks3.1.dw_conv.conv.bias
param_names[12]=backbone.blocks3.1.pw_conv.conv.weight
param_names[13]=backbone.blocks3.1.pw_conv.conv.bias
param_names[14]=backbone.blocks4.0.dw_conv.conv.weight
param_names[15]=backbone.blocks4.0.dw_conv.conv.bias
param_names[16]=backbone.blocks4.0.pw_conv.conv.weight
param_names[17]=backbone.blocks4.0.pw_conv.conv.bias
param_names[18]=backbone.blocks4.1.dw_conv.conv.weight
param_names[19]=backbone.blocks4.1.dw_conv.conv.bias
param_names[20]=backbone.blocks4.1.pw_conv.conv.weight
param_names[21]=backbone.blocks4.1.pw_conv.conv.bias
param_names[22]=backbone.blocks5.0.dw_conv.conv.weight
param_names[23]=backbone.blocks5.0.dw_conv.conv.bias
param_names[24]=backbone.blocks5.0.pw_conv.conv.weight
param_names[25]=backbone.blocks5.0.pw_conv.conv.bias
param_names[26]=backbone.blocks5.1.dw_conv.conv.weight
param_names[27]=backbone.blocks5.1.dw_conv.conv.bias
param_names[28]=backbone.blocks5.1.pw_conv.conv.weight
param_names[29]=backbone.blocks5.1.pw_conv.conv.bias
param_names[30]=backbone.blocks5.2.dw_conv.conv.weight
param_names[31]=backbone.blocks5.2.dw_conv.conv.bias
param_names[32]=backbone.blocks5.2.pw_conv.conv.weight
param_names[33]=backbone.blocks5.2.pw_conv.conv.bias
param_names[34]=backbone.blocks5.3.dw_conv.conv.weight
param_names[35]=backbone.blocks5.3.dw_conv.conv.bias
param_names[36]=backbone.blocks5.3.pw_conv.conv.weight
param_names[37]=backbone.blocks5.3.pw_conv.conv.bias
param_names[38]=backbone.blocks5.4.dw_conv.conv.weight
param_names[39]=backbone.blocks5.4.dw_conv.conv.bias
param_names[40]=backbone.blocks5.4.pw_conv.conv.weight
param_names[41]=backbone.blocks5.4.pw_conv.conv.bias
param_names[42]=backbone.blocks5.5.dw_conv.conv.weight
param_names[43]=backbone.blocks5.5.dw_conv.conv.bias
param_names[44]=backbone.blocks5.5.pw_conv.conv.weight
param_names[45]=backbone.blocks5.5.pw_conv.conv.bias
param_names[46]=backbone.blocks6.0.dw_conv.conv.weight
param_names[47]=backbone.blocks6.0.dw_conv.conv.bias
param_names[48]=backbone.blocks6.0.pw_conv.conv.weight
param_names[49]=backbone.blocks6.0.pw_conv.conv.bias
param_names[50]=backbone.blocks6.0.se.conv1.weight
param_names[51]=backbone.blocks6.0.se.conv1.bias
param_names[52]=backbone.blocks6.0.se.conv2.weight
param_names[53]=backbone.blocks6.0.se.conv2.bias
param_names[54]=backbone.blocks6.1.dw_conv.conv.weight
param_names[55]=backbone.blocks6.1.dw_conv.conv.bias
param_names[56]=backbone.blocks6.1.pw_conv.conv.weight
param_names[57]=backbone.blocks6.1.pw_conv.conv.bias
param_names[58]=backbone.blocks6.1.se.conv1.weight
param_names[59]=backbone.blocks6.1.se.conv1.bias
param_names[60]=backbone.blocks6.1.se.conv2.weight
param_names[61]=backbone.blocks6.1.se.conv2.bias
param_names[62]=neck.conv_t.convs.0.conv.weight
param_names[63]=neck.conv_t.convs.0.conv.bias
param_names[64]=neck.conv_t.convs.1.conv.weight
param_names[65]=neck.conv_t.convs.1.conv.bias
param_names[66]=neck.conv_t.convs.2.conv.weight
param_names[67]=neck.conv_t.convs.2.conv.bias
param_names[68]=neck.first_top_conv.dwconv.weight
param_names[69]=neck.first_top_conv.dwconv.bias
param_names[70]=neck.first_top_conv.pwconv.weight
param_names[71]=neck.first_top_conv.pwconv.bias
param_names[72]=neck.second_top_conv.dwconv.weight
param_names[73]=neck.second_top_conv.dwconv.bias
param_names[74]=neck.second_top_conv.pwconv.weight
param_names[75]=neck.second_top_conv.pwconv.bias
param_names[76]=neck.top_down_blocks.0.0.dw_conv.conv.weight
param_names[77]=neck.top_down_blocks.0.0.dw_conv.conv.bias
param_names[78]=neck.top_down_blocks.0.0.pw_conv.conv.weight
param_names[79]=neck.top_down_blocks.0.0.pw_conv.conv.bias
param_names[80]=neck.top_down_blocks.0.1.dw_conv.conv.weight
param_names[81]=neck.top_down_blocks.0.1.dw_conv.conv.bias
param_names[82]=neck.top_down_blocks.0.1.pw_conv.conv.weight
param_names[83]=neck.top_down_blocks.0.1.pw_conv.conv.bias
param_names[84]=neck.top_down_blocks.1.0.dw_conv.conv.weight
param_names[85]=neck.top_down_blocks.1.0.dw_conv.conv.bias
param_names[86]=neck.top_down_blocks.1.0.pw_conv.conv.weight
param_names[87]=neck.top_down_blocks.1.0.pw_conv.conv.bias
param_names[88]=neck.top_down_blocks.1.1.dw_conv.conv.weight
param_names[89]=neck.top_down_blocks.1.1.dw_conv.conv.bias
param_names[90]=neck.top_down_blocks.1.1.pw_conv.conv.weight
param_names[91]=neck.top_down_blocks.1.1.pw_conv.conv.bias
param_names[92]=neck.top_down_blocks.2.0.dw_conv.conv.weight
param_names[93]=neck.top_down_blocks.2.0.dw_conv.conv.bias
param_names[94]=neck.top_down_blocks.2.0.pw_conv.conv.weight
param_names[95]=neck.top_down_blocks.2.0.pw_conv.conv.bias
param_names[96]=neck.top_down_blocks.2.1.dw_conv.conv.weight
param_names[97]=neck.top_down_blocks.2.1.dw_conv.conv.bias
param_names[98]=neck.top_down_blocks.2.1.pw_conv.conv.weight
param_names[99]=neck.top_down_blocks.2.1.pw_conv.conv.bias
param_names[100]=neck.downsamples.0.dwconv.weight
param_names[101]=neck.downsamples.0.dwconv.bias
param_names[102]=neck.downsamples.0.pwconv.weight
param_names[103]=neck.downsamples.0.pwconv.bias
param_names[104]=neck.downsamples.1.dwconv.weight
param_names[105]=neck.downsamples.1.dwconv.bias
param_names[106]=neck.downsamples.1.pwconv.weight
param_names[107]=neck.downsamples.1.pwconv.bias
param_names[108]=neck.bottom_up_blocks.0.0.dw_conv.conv.weight
param_names[109]=neck.bottom_up_blocks.0.0.dw_conv.conv.bias
param_names[110]=neck.bottom_up_blocks.0.0.pw_conv.conv.weight
param_names[111]=neck.bottom_up_blocks.0.0.pw_conv.conv.bias
param_names[112]=neck.bottom_up_blocks.0.1.dw_conv.conv.weight
param_names[113]=neck.bottom_up_blocks.0.1.dw_conv.conv.bias
param_names[114]=neck.bottom_up_blocks.0.1.pw_conv.conv.weight
param_names[115]=neck.bottom_up_blocks.0.1.pw_conv.conv.bias
param_names[116]=neck.bottom_up_blocks.1.0.dw_conv.conv.weight
param_names[117]=neck.bottom_up_blocks.1.0.dw_conv.conv.bias
param_names[118]=neck.bottom_up_blocks.1.0.pw_conv.conv.weight
param_names[119]=neck.bottom_up_blocks.1.0.pw_conv.conv.bias
param_names[120]=neck.bottom_up_blocks.1.1.dw_conv.conv.weight
param_names[121]=neck.bottom_up_blocks.1.1.dw_conv.conv.bias
param_names[122]=neck.bottom_up_blocks.1.1.pw_conv.conv.weight
param_names[123]=neck.bottom_up_blocks.1.1.pw_conv.conv.bias
param_names[124]=head.conv_feat.cls_conv_dw0.0.conv.weight
param_names[125]=head.conv_feat.cls_conv_dw0.0.conv.bias
param_names[126]=head.conv_feat.cls_conv_dw0.1.conv.weight
param_names[127]=head.conv_feat.cls_conv_dw0.1.conv.bias
param_names[128]=head.conv_feat.cls_conv_pw0.0.conv.weight
param_names[129]=head.conv_feat.cls_conv_pw0.0.conv.bias
param_names[130]=head.conv_feat.cls_conv_pw0.1.conv.weight
param_names[131]=head.conv_feat.cls_conv_pw0.1.conv.bias
param_names[132]=head.conv_feat.cls_conv_dw1.0.conv.weight
param_names[133]=head.conv_feat.cls_conv_dw1.0.conv.bias
param_names[134]=head.conv_feat.cls_conv_dw1.1.conv.weight
param_names[135]=head.conv_feat.cls_conv_dw1.1.conv.bias
param_names[136]=head.conv_feat.cls_conv_pw1.0.conv.weight
param_names[137]=head.conv_feat.cls_conv_pw1.0.conv.bias
param_names[138]=head.conv_feat.cls_conv_pw1.1.conv.weight
param_names[139]=head.conv_feat.cls_conv_pw1.1.conv.bias
param_names[140]=head.conv_feat.cls_conv_dw2.0.conv.weight
param_names[141]=head.conv_feat.cls_conv_dw2.0.conv.bias
param_names[142]=head.conv_feat.cls_conv_dw2.1.conv.weight
param_names[143]=head.conv_feat.cls_conv_dw2.1.conv.bias
param_names[144]=head.conv_feat.cls_conv_pw2.0.conv.weight
param_names[145]=head.conv_feat.cls_conv_pw2.0.conv.bias
param_names[146]=head.conv_feat.cls_conv_pw2.1.conv.weight
param_names[147]=head.conv_feat.cls_conv_pw2.1.conv.bias
param_names[148]=head.conv_feat.cls_conv_dw3.0.conv.weight
param_names[149]=head.conv_feat.cls_conv_dw3.0.conv.bias
param_names[150]=head.conv_feat.cls_conv_dw3.1.conv.weight
param_names[151]=head.conv_feat.cls_conv_dw3.1.conv.bias
param_names[152]=head.conv_feat.cls_conv_pw3.0.conv.weight
param_names[153]=head.conv_feat.cls_conv_pw3.0.conv.bias
param_names[154]=head.conv_feat.cls_conv_pw3.1.conv.weight
param_names[155]=head.conv_feat.cls_conv_pw3.1.conv.bias
param_names[156]=head.conv_feat.se.0.fc.weight
param_names[157]=head.conv_feat.se.0.fc.bias
param_names[158]=head.conv_feat.se.0.conv.conv.weight
param_names[159]=head.conv_feat.se.0.conv.conv.bias
param_names[160]=head.conv_feat.se.1.fc.weight
param_names[161]=head.conv_feat.se.1.fc.bias
param_names[162]=head.conv_feat.se.1.conv.conv.weight
param_names[163]=head.conv_feat.se.1.conv.conv.bias
param_names[164]=head.conv_feat.se.2.fc.weight
param_names[165]=head.conv_feat.se.2.fc.bias
param_names[166]=head.conv_feat.se.2.conv.conv.weight
param_names[167]=head.conv_feat.se.2.conv.conv.bias
param_names[168]=head.conv_feat.se.3.fc.weight
param_names[169]=head.conv_feat.se.3.fc.bias
param_names[170]=head.conv_feat.se.3.conv.conv.weight
param_names[171]=head.conv_feat.se.3.conv.conv.bias
param_names[172]=head.head_cls0.weight
param_names[173]=head.head_cls0.bias
param_names[174]=head.head_reg0.weight
param_names[175]=head.head_reg0.bias
param_names[176]=head.head_cls1.weight
param_names[177]=head.head_cls1.bias
param_names[178]=head.head_reg1.weight
param_names[179]=head.head_reg1.bias
param_names[180]=head.head_cls2.weight
param_names[181]=head.head_cls2.bias
param_names[182]=head.head_reg2.weight
param_names[183]=head.head_reg2.bias
param_names[184]=head.head_cls3.weight
param_names[185]=head.head_cls3.bias
param_names[186]=head.head_reg3.weight
param_names[187]=head.head_reg3.bias
param_names[188]=head.cls_align.0.dwconv.weight
param_names[189]=head.cls_align.0.dwconv.bias
param_names[190]=head.cls_align.0.pwconv.weight
param_names[191]=head.cls_align.0.pwconv.bias
param_names[192]=head.cls_align.1.dwconv.weight
param_names[193]=head.cls_align.1.dwconv.bias
param_names[194]=head.cls_align.1.pwconv.weight
param_names[195]=head.cls_align.1.pwconv.bias
param_names[196]=head.cls_align.2.dwconv.weight
param_names[197]=head.cls_align.2.dwconv.bias
param_names[198]=head.cls_align.2.pwconv.weight
param_names[199]=head.cls_align.2.pwconv.bias
param_names[200]=head.cls_align.3.dwconv.weight
param_names[201]=head.cls_align.3.dwconv.bias
param_names[202]=head.cls_align.3.pwconv.weight
param_names[203]=head.cls_align.3.pwconv.bias
param_names[204]=head.distribution_project.weight
test/000000000019.jpg
[ INFO:0@0.465] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\parallel\registry_parallel.impl.hpp (96) cv::parallel::ParallelBackendRegistry::ParallelBackendRegistry core(parallel): Enabled backends(3, sorted by priority): ONETBB(1000); TBB(990); OPENMP(980)
[ INFO:0@0.465] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load C:\WINDOWS\SYSTEM32\opencv_core_parallel_onetbb455_64d.dll => FAILED
[ INFO:0@0.470] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load opencv_core_parallel_onetbb455_64d.dll => FAILED
[ INFO:0@0.471] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load C:\WINDOWS\SYSTEM32\opencv_core_parallel_tbb455_64d.dll => FAILED
[ INFO:0@0.476] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load opencv_core_parallel_tbb455_64d.dll => FAILED
[ INFO:0@0.477] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load C:\WINDOWS\SYSTEM32\opencv_core_parallel_openmp455_64d.dll => FAILED
[ INFO:0@0.482] global c:\build\master_winpack-build-win64-vc14\opencv\modules\core\src\utils\plugin_loader.impl.hpp (67) cv::plugin::impl::DynamicLib::libraryLoad load opencv_core_parallel_openmp455_64d.dll => FAILED
HW=173056
C=3
HWC=519168
0.604932, 1.098039, 2.343704, 0.639181, 1.098039, 2.343704, 0.673431, 1.028011, 2.326274, 0.656306, 1.045518, 2.326274, 0.673431, 1.045518, 2.326274, 0.656306, 1.080532, 2.343704, 0.570682, 1.045518, 2.308845, 0.604932, 1.063025, 2.361133, 0.656306, 1.063025, 2.378562, 0.673431, 1.010504, 2.308845,
create Tensor, id=0, dims=4, numel=519168
create Tensor, id=1, dims=3, numel=33600
create Tensor, id=2, dims=2, numel=1168128
create Tensor, id=3, dims=4, numel=692224
create Tensor, id=4, dims=4, numel=692224
create Tensor, id=5, dims=4, numel=692224
create Tensor, id=6, dims=4, numel=692224
create Tensor, id=7, dims=4, numel=1038336
create Tensor, id=8, dims=4, numel=1038336
create Tensor, id=9, dims=4, numel=259584
create Tensor, id=10, dims=4, numel=259584
create Tensor, id=11, dims=4, numel=519168
create Tensor, id=12, dims=4, numel=519168
create Tensor, id=13, dims=4, numel=519168
create Tensor, id=14, dims=4, numel=519168
create Tensor, id=15, dims=4, numel=519168
create Tensor, id=16, dims=4, numel=519168
create Tensor, id=17, dims=4, numel=129792
create Tensor, id=18, dims=4, numel=129792
create Tensor, id=19, dims=4, numel=259584
create Tensor, id=20, dims=4, numel=259584
create Tensor, id=21, dims=4, numel=259584
create Tensor, id=22, dims=4, numel=259584
create Tensor, id=23, dims=4, numel=259584
create Tensor, id=24, dims=4, numel=259584
create Tensor, id=25, dims=4, numel=64896
create Tensor, id=26, dims=4, numel=64896
create Tensor, id=27, dims=4, numel=129792
create Tensor, id=28, dims=4, numel=129792
create Tensor, id=29, dims=4, numel=129792
create Tensor, id=30, dims=4, numel=129792
create Tensor, id=31, dims=4, numel=129792
create Tensor, id=32, dims=4, numel=129792
create Tensor, id=33, dims=4, numel=129792
create Tensor, id=34, dims=4, numel=129792
create Tensor, id=35, dims=4, numel=129792
create Tensor, id=36, dims=4, numel=129792
create Tensor, id=37, dims=4, numel=129792
create Tensor, id=38, dims=4, numel=129792
create Tensor, id=39, dims=4, numel=129792
create Tensor, id=40, dims=4, numel=129792
create Tensor, id=41, dims=4, numel=129792
create Tensor, id=42, dims=4, numel=129792
create Tensor, id=43, dims=4, numel=129792
create Tensor, id=44, dims=4, numel=129792
create Tensor, id=45, dims=4, numel=129792
create Tensor, id=46, dims=4, numel=129792
create Tensor, id=47, dims=4, numel=129792
create Tensor, id=48, dims=4, numel=129792
create Tensor, id=49, dims=4, numel=32448
create Tensor, id=50, dims=4, numel=32448
create Tensor, id=51, dims=4, numel=192
create Tensor, id=52, dims=4, numel=48
create Tensor, id=53, dims=4, numel=48
create Tensor, id=54, dims=4, numel=192
create Tensor, id=55, dims=4, numel=192
create Tensor, id=56, dims=4, numel=64896
create Tensor, id=57, dims=4, numel=64896
create Tensor, id=58, dims=4, numel=64896
create Tensor, id=59, dims=4, numel=64896
create Tensor, id=60, dims=4, numel=384
create Tensor, id=61, dims=4, numel=96
create Tensor, id=62, dims=4, numel=96
create Tensor, id=63, dims=4, numel=384
create Tensor, id=64, dims=4, numel=384
create Tensor, id=65, dims=4, numel=64896
create Tensor, id=66, dims=4, numel=64896
create Tensor, id=67, dims=4, numel=259584
create Tensor, id=68, dims=4, numel=259584
create Tensor, id=69, dims=4, numel=64896
create Tensor, id=70, dims=4, numel=64896
create Tensor, id=71, dims=4, numel=16224
create Tensor, id=72, dims=4, numel=16224
create Tensor, id=73, dims=4, numel=64896
create Tensor, id=74, dims=4, numel=129792
create Tensor, id=75, dims=4, numel=129792
create Tensor, id=76, dims=4, numel=129792
create Tensor, id=77, dims=4, numel=129792
create Tensor, id=78, dims=4, numel=129792
create Tensor, id=79, dims=4, numel=129792
create Tensor, id=80, dims=4, numel=129792
create Tensor, id=81, dims=4, numel=64896
create Tensor, id=82, dims=4, numel=64896
create Tensor, id=83, dims=4, numel=259584
create Tensor, id=84, dims=4, numel=519168
create Tensor, id=85, dims=4, numel=519168
create Tensor, id=86, dims=4, numel=519168
create Tensor, id=87, dims=4, numel=519168
create Tensor, id=88, dims=4, numel=519168
create Tensor, id=89, dims=4, numel=519168
create Tensor, id=90, dims=4, numel=519168
create Tensor, id=91, dims=4, numel=259584
create Tensor, id=92, dims=4, numel=259584
create Tensor, id=93, dims=4, numel=64896
create Tensor, id=94, dims=4, numel=64896
create Tensor, id=95, dims=4, numel=64896
create Tensor, id=96, dims=4, numel=64896
create Tensor, id=97, dims=4, numel=129792
create Tensor, id=98, dims=4, numel=129792
create Tensor, id=99, dims=4, numel=129792
create Tensor, id=100, dims=4, numel=129792
create Tensor, id=101, dims=4, numel=129792
create Tensor, id=102, dims=4, numel=129792
create Tensor, id=103, dims=4, numel=129792
create Tensor, id=104, dims=4, numel=64896
create Tensor, id=105, dims=4, numel=64896
create Tensor, id=106, dims=4, numel=16224
create Tensor, id=107, dims=4, numel=16224
create Tensor, id=108, dims=4, numel=16224
create Tensor, id=109, dims=4, numel=16224
create Tensor, id=110, dims=4, numel=32448
create Tensor, id=111, dims=4, numel=32448
create Tensor, id=112, dims=4, numel=32448
create Tensor, id=113, dims=4, numel=32448
create Tensor, id=114, dims=4, numel=32448
create Tensor, id=115, dims=4, numel=32448
create Tensor, id=116, dims=4, numel=32448
create Tensor, id=117, dims=4, numel=16224
create Tensor, id=118, dims=4, numel=16224
create Tensor, id=119, dims=4, numel=4704
